<<<<<<< HEAD
Product,Region,Price,Units Sold,Sale Date
Product_3,Region_3,39.42,5.0,2023-12-24
Product_9,Region_5,100.32,,2023-12-25
Product_8,Region_5,,8.0,2023-12-26
Product_14,Region_6,97.52,10.0,2023-12-27
,Region_4,44.07,11.0,2023-12-28
Product_23,Region_1,87.24,12.0,2023-12-29
Product_23,Region_8,,7.0,2023-12-30
Product_2,Region_2,48.82,9.0,2023-12-31
,Region_5,76.14,10.0,2024-01-01
Product_1,Region_2,13.38,6.0,2024-01-02
Product_33,Region_9,128.01,8.0,2024-01-03
Product_26,Region_2,53.58,10.0,2024-01-04
Product_8,Region_4,64.69,8.0,2024-01-05
Product_36,Region_3,50.81,,2024-01-06
Product_49,Region_2,149.5,12.0,2024-01-07
Product_7,Region_10,501.57,17.0,2024-01-08
Product_36,Region_4,118.16,6.0,2024-01-09
Product_16,Region_5,38.09,3.0,2024-01-10
Product_10,Region_8,121.65,9.0,2024-01-11
Product_19,,27.98,12.0,2024-01-12
Product_49,Region_1,168.36,,2024-01-13
Product_21,Region_7,,7.0,2024-01-14
Product_39,,,13.0,2024-01-15
Product_50,Region_10,650.5,6.0,2024-01-16
Product_48,Region_5,70.46,8.0,2024-01-17
Product_45,Region_5,,12.0,2024-01-18
Product_21,Region_6,19.41,,2024-01-19
Product_28,,10.38,14.0,2024-01-20
Product_11,Region_1,58.27,15.0,2024-01-21
Product_3,Region_3,33.22,13.0,2024-01-22
Product_35,Region_1,29.25,11.0,2024-01-23
Product_4,Region_9,123.91,9.0,2024-01-24
Product_26,Region_3,34.91,5.0,2024-01-25
Product_47,Region_9,122.44,10.0,2024-01-26
Product_30,Region_10,16.04,8.0,2024-01-27
Product_6,Region_8,57.23,17.0,2024-01-28
Product_31,Region_2,20.67,10.0,2024-01-29
Product_32,Region_5,6.36,6.0,2024-01-30
Product_7,Region_6,64.27,12.0,2024-01-31
Product_9,Region_8,,10.0,2024-02-01
Product_48,Region_5,32.35,10.0,2024-02-02
Product_48,Region_3,85.19,10.0,2024-02-03
Product_45,Region_4,30.22,5.0,2024-02-04
Product_41,Region_3,,13.0,2024-02-05
,Region_3,58.37,6.0,2024-02-06
Product_43,,27.38,,2024-02-07
Product_20,Region_6,39.86,10.0,2024-02-08
Product_36,Region_4,44.98,10.0,2024-02-09
Product_6,Region_5,29.21,7.0,2024-02-10
Product_22,Region_4,359.9,13.0,2024-02-11
Product_34,Region_3,32.1,9.0,2024-02-12
Product_8,Region_5,25.77,14.0,2024-02-13
Product_19,Region_6,190.77,6.0,2024-02-14
Product_35,Region_2,67.41,10.0,2024-02-15
Product_17,Region_8,225.9,11.0,2024-02-16
Product_23,Region_8,235.49,14.0,2024-02-17
Product_29,Region_3,145.06,8.0,2024-02-18
Product_31,,190.08,7.0,2024-02-19
Product_49,Region_3,204.44,11.0,2024-02-20
Product_20,Region_6,17.44,,2024-02-21
Product_5,Region_10,211.13,10.0,2024-02-22
Product_7,Region_8,5.79,8.0,2024-02-23
Product_28,Region_9,14.6,11.0,2024-02-24
Product_24,Region_7,38.75,10.0,2024-02-25
Product_29,Region_10,62.99,8.0,2024-02-26
Product_19,Region_4,214.58,14.0,2024-02-27
Product_23,,11.0,,2024-02-28
Product_27,Region_4,120.74,8.0,2024-02-29
,Region_6,33.05,9.0,2024-03-01
Product_43,Region_5,0.27,13.0,2024-03-02
Product_36,Region_10,223.47,15.0,2024-03-03
Product_37,Region_8,,10.0,2024-03-04
Product_19,Region_1,,,2024-03-05
Product_6,Region_9,68.82,11.0,2024-03-06
Product_9,Region_5,113.06,14.0,2024-03-07
Product_12,Region_10,109.91,15.0,2024-03-08
Product_41,Region_4,14.92,11.0,2024-03-09
Product_27,Region_7,1.96,8.0,2024-03-10
Product_29,Region_7,10.39,16.0,2024-03-11
Product_18,Region_7,16.54,15.0,2024-03-12
Product_36,Region_7,315.6,11.0,2024-03-13
Product_1,Region_8,107.34,11.0,2024-03-14
Product_23,Region_6,310.98,17.0,2024-03-15
Product_45,Region_2,61.4,,2024-03-16
Product_10,Region_10,85.33,7.0,2024-03-17
Product_1,Region_7,79.99,6.0,2024-03-18
Product_31,Region_6,23.45,9.0,2024-03-19
Product_37,Region_7,,14.0,2024-03-20
Product_30,Region_5,315.82,10.0,2024-03-21
Product_16,Region_1,47.38,8.0,2024-03-22
Product_37,Region_3,14.22,8.0,2024-03-23
Product_37,Region_10,67.09,5.0,2024-03-24
Product_22,Region_2,361.41,12.0,2024-03-25
Product_48,Region_2,234.9,15.0,2024-03-26
,Region_3,98.29,11.0,2024-03-27
Product_24,Region_7,,14.0,2024-03-28
Product_40,Region_6,69.13,10.0,2024-03-29
Product_26,Region_4,39.22,10.0,2024-03-30
Product_46,Region_6,87.66,,2024-03-31
Product_13,Region_6,18.21,,2024-04-01
Product_43,Region_2,81.04,,2024-04-02
Product_18,Region_5,164.48,14.0,2024-04-03
Product_38,Region_9,190.01,10.0,2024-04-04
Product_5,,49.53,11.0,2024-04-05
Product_49,Region_10,163.13,5.0,2024-04-06
,Region_6,101.7,6.0,2024-04-07
Product_30,Region_10,52.6,8.0,2024-04-08
Product_36,Region_8,110.33,,2024-04-09
Product_12,Region_2,194.79,10.0,2024-04-10
Product_46,Region_7,247.74,4.0,2024-04-11
Product_43,Region_7,105.05,6.0,2024-04-12
Product_3,Region_7,20.81,13.0,2024-04-13
Product_24,Region_5,141.15,12.0,2024-04-14
Product_7,Region_4,,,2024-04-15
Product_19,Region_2,147.71,16.0,2024-04-16
Product_7,Region_8,36.5,12.0,2024-04-17
Product_9,Region_8,9.71,10.0,2024-04-18
,Region_7,606.29,9.0,2024-04-19
Product_23,Region_6,35.8,7.0,2024-04-20
Product_11,Region_10,85.43,19.0,2024-04-21
,,200.61,12.0,2024-04-22
Product_28,Region_8,4.2,,2024-04-23
Product_14,Region_6,104.81,13.0,2024-04-24
Product_2,Region_9,,10.0,2024-04-25
Product_3,Region_6,,11.0,2024-04-26
Product_26,Region_3,40.05,10.0,2024-04-27
Product_45,Region_9,91.92,9.0,2024-04-28
Product_34,Region_4,165.09,,2024-04-29
Product_19,Region_1,248.24,12.0,2024-04-30
,Region_4,145.78,9.0,2024-05-01
Product_15,Region_9,20.41,9.0,2024-05-02
Product_20,Region_3,26.66,12.0,2024-05-03
Product_10,Region_2,206.27,13.0,2024-05-04
Product_40,,570.6,14.0,2024-05-05
Product_43,Region_6,7.75,11.0,2024-05-06
Product_7,Region_1,57.04,11.0,2024-05-07
Product_16,Region_4,,12.0,2024-05-08
,Region_9,66.22,12.0,2024-05-09
Product_34,Region_5,170.54,8.0,2024-05-10
Product_26,Region_8,,,2024-05-11
Product_35,Region_9,,13.0,2024-05-12
Product_49,Region_5,51.93,6.0,2024-05-13
Product_11,Region_4,,14.0,2024-05-14
Product_25,Region_3,36.02,5.0,2024-05-15
Product_38,Region_5,73.35,9.0,2024-05-16
Product_8,Region_9,0.81,6.0,2024-05-17
Product_37,Region_3,69.79,12.0,2024-05-18
Product_40,Region_8,39.23,12.0,2024-05-19
Product_24,Region_6,48.88,15.0,2024-05-20
Product_30,Region_9,87.48,8.0,2024-05-21
Product_43,Region_1,61.05,8.0,2024-05-22
Product_33,Region_6,25.78,11.0,2024-05-23
Product_31,Region_1,93.92,7.0,2024-05-24
Product_24,Region_5,61.11,11.0,2024-05-25
Product_23,Region_7,246.33,,2024-05-26
Product_37,Region_1,366.64,8.0,2024-05-27
Product_2,Region_2,14.65,11.0,2024-05-28
Product_11,Region_4,21.7,16.0,2024-05-29
Product_40,Region_10,25.63,14.0,2024-05-30
Product_45,,172.05,6.0,2024-05-31
Product_33,Region_4,67.77,9.0,2024-06-01
Product_8,Region_7,8.22,16.0,2024-06-02
Product_42,Region_7,175.25,9.0,2024-06-03
Product_33,Region_9,284.89,5.0,2024-06-04
Product_24,Region_1,,7.0,2024-06-05
Product_47,Region_6,125.51,12.0,2024-06-06
Product_1,Region_6,82.88,11.0,2024-06-07
Product_3,Region_3,65.89,9.0,2024-06-08
Product_43,Region_9,87.97,8.0,2024-06-09
Product_25,Region_10,142.31,7.0,2024-06-10
Product_19,Region_7,23.98,10.0,2024-06-11
Product_19,Region_9,,6.0,2024-06-12
Product_31,,121.59,12.0,2024-06-13
Product_28,,103.14,10.0,2024-06-14
Product_17,,54.65,5.0,2024-06-15
Product_50,Region_9,26.87,8.0,2024-06-16
Product_19,,16.82,11.0,2024-06-17
Product_6,Region_8,88.79,,2024-06-18
Product_22,Region_1,141.16,8.0,2024-06-19
Product_22,Region_8,192.02,8.0,2024-06-20
Product_37,Region_5,145.1,12.0,2024-06-21
,Region_3,222.26,10.0,2024-06-22
Product_12,Region_5,104.44,5.0,2024-06-23
Product_2,Region_6,51.42,7.0,2024-06-24
Product_9,Region_3,7.98,7.0,2024-06-25
Product_20,Region_7,60.5,,2024-06-26
Product_9,,27.26,9.0,2024-06-27
Product_14,Region_3,55.65,11.0,2024-06-28
Product_37,Region_6,28.73,10.0,2024-06-29
Product_41,Region_2,32.14,11.0,2024-06-30
Product_31,Region_10,271.21,,2024-07-01
Product_14,Region_10,18.37,7.0,2024-07-02
Product_16,Region_8,46.57,14.0,2024-07-03
Product_47,,73.12,9.0,2024-07-04
,Region_4,124.4,10.0,2024-07-05
Product_40,Region_10,422.29999999999995,10.0,2024-07-06
,Region_5,,9.0,2024-07-07
,Region_9,6.29,10.0,2024-07-08
Product_43,Region_8,191.21,4.0,2024-07-09
Product_24,Region_8,13.44,14.0,2024-07-10
Product_13,Region_6,29.86,11.0,2024-07-11
Product_15,Region_8,58.61,,2024-07-12
Product_16,Region_5,91.98,8.0,2024-07-13
Product_4,Region_3,159.27,10.0,2024-07-14
Product_40,Region_1,39.27,16.0,2024-07-15
Product_8,Region_1,53.86,7.0,2024-07-16
Product_46,Region_7,135.03,11.0,2024-07-17
Product_18,Region_6,97.78,12.0,2024-07-18
Product_50,Region_7,80.49,5.0,2024-07-19
Product_15,Region_5,181.48,5.0,2024-07-20
Product_46,Region_7,66.62,13.0,2024-07-21
Product_19,Region_6,89.09,9.0,2024-07-22
Product_43,Region_2,152.02,9.0,2024-07-23
Product_24,,28.3,,2024-07-24
Product_24,Region_10,,10.0,2024-07-25
,Region_4,24.08,12.0,2024-07-26
Product_48,Region_2,,15.0,2024-07-27
Product_14,Region_7,,19.0,2024-07-28
Product_29,Region_5,68.15,15.0,2024-07-29
Product_36,Region_2,105.98,7.0,2024-07-30
Product_31,Region_3,25.16,11.0,2024-07-31
Product_9,Region_6,177.28,,2024-08-01
Product_32,Region_7,,14.0,2024-08-02
Product_33,Region_10,68.71,8.0,2024-08-03
Product_12,Region_4,2.37,10.0,2024-08-04
Product_15,Region_7,70.51,3.0,2024-08-05
Product_19,Region_4,86.03,13.0,2024-08-06
Product_27,Region_4,41.4,8.0,2024-08-07
Product_27,Region_2,483.14,6.0,2024-08-08
Product_17,,8.69,9.0,2024-08-09
Product_43,,2.23,15.0,2024-08-10
Product_26,Region_10,18.6,,2024-08-11
Product_30,Region_6,,8.0,2024-08-12
Product_23,Region_4,,6.0,2024-08-13
,Region_2,14.36,14.0,2024-08-14
Product_39,Region_10,9.31,10.0,2024-08-15
,Region_6,2.24,9.0,2024-08-16
Product_21,Region_3,59.07,18.0,2024-08-17
Product_44,Region_7,82.48,9.0,2024-08-18
Product_45,Region_6,47.5,9.0,2024-08-19
,Region_10,197.65,,2024-08-20
Product_28,,,12.0,2024-08-21
Product_22,Region_1,58.48,13.0,2024-08-22
Product_45,Region_4,16.73,6.0,2024-08-23
Product_8,Region_5,10.64,9.0,2024-08-24
Product_3,Region_1,103.84,13.0,2024-08-25
Product_32,Region_6,,12.0,2024-08-26
Product_8,,,5.0,2024-08-27
Product_49,Region_6,154.45,11.0,2024-08-28
Product_25,Region_5,220.67,16.0,2024-08-29
,Region_4,154.03,12.0,2024-08-30
Product_29,Region_4,118.96,13.0,2024-08-31
Product_26,Region_8,129.77,7.0,2024-09-01
Product_21,,5.28,7.0,2024-09-02
Product_3,Region_7,7.57,10.0,2024-09-03
,Region_2,14.33,11.0,2024-09-04
Product_10,Region_5,58.5,4.0,2024-09-05
Product_33,Region_9,66.53,9.0,2024-09-06
Product_50,Region_2,223.81,13.0,2024-09-07
Product_20,Region_6,355.43,9.0,2024-09-08
Product_49,Region_2,14.87,13.0,2024-09-09
Product_42,Region_10,17.44,11.0,2024-09-10
Product_42,Region_9,245.3,,2024-09-11
Product_38,Region_7,119.22,7.0,2024-09-12
Product_44,Region_2,24.39,8.0,2024-09-13
Product_31,Region_9,295.08,8.0,2024-09-14
Product_37,Region_7,24.89,8.0,2024-09-15
Product_9,Region_10,7.01,8.0,2024-09-16
Product_8,Region_4,67.62,12.0,2024-09-17
Product_38,Region_9,135.31,11.0,2024-09-18
Product_4,,340.59,,2024-09-19
Product_24,Region_7,18.06,6.0,2024-09-20
Product_19,Region_8,83.76,6.0,2024-09-21
Product_41,Region_5,13.16,7.0,2024-09-22
Product_34,Region_8,70.22,15.0,2024-09-23
Product_3,Region_9,42.79,7.0,2024-09-24
Product_38,Region_7,44.68,16.0,2024-09-25
,Region_7,10.8,8.0,2024-09-26
Product_31,Region_3,25.16,11.0,2024-07-31
Product_9,Region_8,282.73,12.0,2022-01-25
Product_24,Region_9,0.25,7.0,2022-04-26
Product_19,Region_10,119.52,9.0,2023-03-05
Product_3,Region_4,8.23,,2022-01-27
Product_10,Region_1,,14.0,2023-03-16
,,292.85,9.0,2022-12-29
Product_40,Region_2,46.19,10.0,2022-01-02
Product_44,Region_8,83.33,16.0,2022-02-07
Product_26,Region_3,,6.0,2022-05-01
Product_23,Region_2,33.87,7.0,2023-09-14
Product_28,,10.38,14.0,2024-01-20
Product_35,Region_3,47.16,7.0,2022-02-05
Product_31,,247.09,,2023-08-08
Product_36,Region_5,7.85,10.0,2022-11-26
Product_19,Region_2,147.71,16.0,2024-04-16
,,200.61,12.0,2024-04-22
Product_28,Region_7,268.56,11.0,2022-08-18
Product_40,Region_10,25.28,14.0,2023-02-14
Product_4,Region_4,7.42,10.0,2022-01-31
Product_39,Region_2,43.47,11.0,2022-05-03
Product_50,Region_9,42.38,,2022-04-28
Product_17,Region_3,111.23,,2022-11-25
Product_1,Region_7,62.99,13.0,2022-10-28
Product_26,Region_2,53.58,10.0,2024-01-04
Product_34,Region_1,58.88,,2022-01-10
,Region_5,2544.6,15.0,2023-02-22
Product_19,,16.82,11.0,2024-06-17
Product_42,Region_7,175.25,9.0,2024-06-03
Product_41,Region_8,,12.0,2022-10-20
Product_50,Region_7,144.47,16.0,2023-12-07
Product_17,,284.74,10.0,2023-11-05
Product_45,Region_5,,12.0,2024-01-18
Product_46,Region_4,,,2023-02-11
Product_8,Region_7,32.63,13.0,2022-11-27
Product_7,,51.43,7.0,2023-07-31
Product_31,Region_9,295.08,8.0,2024-09-14
Product_50,Region_2,223.81,13.0,2024-09-07
Product_50,Region_2,201.79,8.0,2022-02-03
Product_12,Region_6,30.67,7.0,2022-11-29
Product_8,Region_7,8.22,16.0,2024-06-02
Product_13,Region_6,18.21,,2024-04-01
Product_43,Region_1,61.05,8.0,2024-05-22
Product_5,Region_5,18.8,13.0,2023-05-21
Product_39,Region_6,239.07,10.0,2023-05-18
Product_42,Region_3,18.63,9.0,2023-07-10
Product_4,Region_3,159.27,10.0,2024-07-14
Product_43,Region_1,2.91,13.0,2023-08-17
Product_27,Region_7,1.96,8.0,2024-03-10
Product_3,,302.68,11.0,2023-09-09
>>>>>>> e15029cf28d6c9abde55ef3dcfa021305a0752b3
